Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
214;21101042150;"Vestnik RUDN. International Relations";journal;"23130660, 23130679";0,213;Q1;7;49;158;1536;66;155;0,49;31,35;32,58;1;27;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"History (Q1); Development (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
215;20889;"Voprosy Virusologii";journal;"24112097, 05074088";0,213;Q4;20;46;124;2683;149;124;1,51;58,33;61,57;0;34;Russian Federation;Eastern Europe;"Central Research Institute for Epidemiology";"1956-2024";"Infectious Diseases (Q4); Medicine (miscellaneous) (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
216;21100776457;"Dialog so Vremenem";journal;"20737564";0,212;Q1;5;126;418;3690;35;418;0,06;29,29;48,84;0;13;Russian Federation;Eastern Europe;"IVI RAN";"2016-2024";"History (Q1); Philosophy (Q2)";"Arts and Humanities"
217;21100834771;"Flebologiya";journal;"19976976, 23095601";0,212;Q4;10;29;120;1184;63;117;0,54;40,83;30,77;0;12;Russian Federation;Eastern Europe;"Media Sphera Publishing House";"2017-2024";"Cardiology and Cardiovascular Medicine (Q4); Hematology (Q4)";"Medicine"
218;21100979307;"Counseling Psychology and Psychotherapy";journal;"20753470, 23119446";0,211;Q4;12;40;130;1069;101;116;0,80;26,73;80,00;0;5;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2016-2024";"Clinical Psychology (Q4); Developmental and Educational Psychology (Q4); Health (social science) (Q4)";"Psychology; Social Sciences"
219;21100860693;"Iberoamerica (Russian Federation)";journal;"20759711, 20768400";0,211;Q2;5;36;105;920;28;105;0,31;25,56;37,14;0;12;Russian Federation;Eastern Europe;"Institute of Latin American Studies, Russian Academy of Sciences";"2017-2024";"Law (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
220;21101056824;"Novaya i Novejshaya Istoriya";journal;"01303864";0,211;Q1;5;96;295;2584;46;276;0,21;26,92;40,00;0;14;Russian Federation;Eastern Europe;"Nauka Publishers";"1972, 1986, 2000, 2002, 2019-2024";"History (Q1)";"Arts and Humanities"
221;19700169104;"Vostok (Oriens)";journal;"08691908";0,210;Q1;4;67;300;2032;39;300;0,09;30,33;39,00;0;13;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1999, 2001, 2019-2023";"History (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Anthropology (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
222;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";0,209;Q3;26;197;428;5584;452;417;1,17;28,35;62,38;1;105;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Education (Q3); Cardiology and Cardiovascular Medicine (Q4)";"Medicine; Social Sciences"
223;21101061832;"Research Result. Theoretical and Applied Linguistics";journal;"23138912";0,209;Q1;5;32;106;994;18;106;0,22;31,06;78,69;0;5;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
224;14385;"Vestnik Otorinolaringologii";journal;"00424668, 23091274";0,209;Q3;13;98;345;2395;184;344;0,44;24,44;60,59;0;12;Russian Federation;Eastern Europe;"Media Sphera Publishing Group";"1945-1946, 1948, 1950-2024";"Otorhinolaryngology (Q3); Medicine (miscellaneous) (Q4)";"Medicine"
225;21100780996;"Psychology, Journal of the Higher School of Economics";journal;"18138918";0,208;Q2;10;46;148;2008;88;146;0,61;43,65;67,92;0;10;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Cultural Studies (Q2); Education (Q4); Psychology (miscellaneous) (Q4)";"Psychology; Social Sciences"
226;21101044727;"Informatics and Automation";journal;"27133206, 27133192";0,207;Q4;14;46;143;2055;128;143;0,95;44,67;26,50;0;5;Russian Federation;Eastern Europe;"St. Petersburg Federal Research Center of the  Russian Academy of Sciences";"2020-2025";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4)";"Computer Science; Mathematics"
227;21100815331;"Vestnik Drevnei Istorii";journal;"03210391";0,206;Q1;6;51;125;2663;19;122;0,13;52,22;32,14;0;1;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2016-2024";"Classics (Q1); History (Q1); Archeology (arts and humanities) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
228;21100903047;"Patologiya Krovoobrashcheniya i Kardiokhirurgiya";journal;"16813472, 25003119";0,205;Q4;9;38;153;1001;74;152;0,50;26,34;29,01;0;14;Russian Federation;Eastern Europe;"Meshalkin National Medical Research Center";"2018-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
229;21100786529;"Mezhdunarodnye Protsessy";journal;"17282756, 18112773";0,204;Q1;8;32;104;1084;44;102;0,43;33,88;36,96;0;10;Russian Federation;Eastern Europe;"Academic Educational Forum on International Relations";"2015-2024";"History (Q1); Cultural Studies (Q2); Law (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
230;21100848431;"Russian Journal of Forest Science";journal;"00241148";0,204;Q3;8;46;154;1850;65;153;0,38;40,22;57,14;0;22;Russian Federation;Eastern Europe;"Izdatel'stvo Nauka";"2017-2024";"Forestry (Q3); Nature and Landscape Conservation (Q3); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
231;21100806944;"Botanica Pacifica";journal;"24103713, 22264701";0,203;Q4;11;37;86;1750;71;86;0,79;47,30;50,59;0;9;Russian Federation;Eastern Europe;"Botanical Garden-Institute";"2016-2024";"Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Environmental Science"
232;21100825345;"Ekonomicheskaya Politika";journal;"19945124, 24112658";0,203;Q3;13;32;119;876;64;119;0,58;27,38;41,54;0;17;Russian Federation;Eastern Europe;"Editorial Board of the Journal Economic Policy";"2013-2024";"Sociology and Political Science (Q3); Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance; Social Sciences"
233;21100853599;"Vestnik of Saint Petersburg University. Earth Sciences";journal;"2587585X, 25419668";0,203;Q3;9;35;117;1514;78;117;0,66;43,26;41,28;0;14;Russian Federation;Eastern Europe;"St. Petersburg University Press";"2017-2024";"Earth and Planetary Sciences (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Geology (Q4)";"Earth and Planetary Sciences; Environmental Science; Social Sciences"
234;21100810428;"Zhidkie Kristally i Ikh Prakticheskoe Ispol'zovanie";journal;"19913966, 24999644";0,203;Q4;9;40;115;842;65;114;0,68;21,05;43,97;0;1;Russian Federation;Eastern Europe;"Ivanovo State University";"2016-2024";"Biomaterials (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Chemistry (Q4); Materials Science (miscellaneous) (Q4); Surfaces, Coatings and Films (Q4)";"Materials Science"
235;21101038727;"Etnografia";journal;"26188600, 26870789";0,202;Q1;7;43;117;908;20;117;0,22;21,12;61,70;0;7;Russian Federation;Eastern Europe;"Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences";"2018-2024";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
236;21100940504;"Filosofskii Zhurnal";journal;"20720726, 26584883";0,202;Q2;4;53;148;1112;18;147;0,14;20,98;39,29;0;2;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2019-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Philosophy (Q2); History and Philosophy of Science (Q3)";"Arts and Humanities; Social Sciences"
237;21101041843;"Novosti Sistematiki Vysshikh Rastenii";journal;"05685443, 26871564";0,202;Q4;4;14;32;281;14;31;0,47;20,07;45,83;0;0;Russian Federation;Eastern Europe;"Komarov Botanical Institute of the Russian Academy of Sciences";"2019-2023";"Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
238;21101045753;"RUDN Journal of Philosophy";journal;"24088900, 23132302";0,202;Q2;4;60;153;1109;22;142;0,20;18,48;42,86;0;4;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"Philosophy (Q2)";"Arts and Humanities"
239;59007;"Materials Physics and Mechanics";journal;"16052730, 16058119";0,201;Q4;23;94;277;2891;226;277;0,75;30,76;28,51;0;9;Russian Federation;Eastern Europe;"Peter the Great St. Petersburg Polytechnic University";"2003-2004, 2009-2024";"Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4); Mechanical Engineering (Q4); Mechanics of Materials (Q4)";"Engineering; Materials Science; Physics and Astronomy"
240;21100902676;"Istoriya";journal;"20798784";0,200;Q1;7;352;1174;9144;170;1174;0,15;25,98;49,07;0;67;Russian Federation;Eastern Europe;"Ltd "Integration: Education and Science"";"2018-2024";"History (Q1); Visual Arts and Performing Arts (Q1); History and Philosophy of Science (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
241;21101083977;"Rossijskij Psihiatriceskij Zurnal";journal;"1560957X";0,199;Q4;6;58;182;1682;74;176;0,47;29,00;63,25;0;15;Russian Federation;Eastern Europe;"V. Serbsky National Medical Research Centre for Psychiatry and Narcology";"2019-2024";"Applied Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Psychology"
242;21100942816;"Shagi/ Steps";journal;"27821765, 24129410";0,199;Q2;3;65;184;1703;25;181;0,14;26,20;67,65;0;7;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2019-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
243;27909;"Geodeziya i Kartografiya";journal;"25878492, 00167126";0,198;Q3;7;76;244;1066;69;244;0,28;14,03;36,19;0;7;Russian Federation;Eastern Europe;"Center of Geodesy, Cartography and SDI, FSBI";"1979-1982, 2019-2024";"Computers in Earth Sciences (Q3); Earth-Surface Processes (Q4); Geophysics (Q4)";"Earth and Planetary Sciences"
244;21101038728;"International Journal for Computational Civil and Structural Engineering";journal;"25880195, 25879618";0,198;Q3;6;56;141;1034;63;141;0,53;18,46;25,93;0;4;Russian Federation;Eastern Europe;"ASV Publishing House";"2019-2024";"Computational Mechanics (Q3); Building and Construction (Q4); Civil and Structural Engineering (Q4); Mechanics of Materials (Q4)";"Engineering"
245;27809;"Sudebno-Meditsinskaya Ekspertisa";journal;"00394521, 23095326";0,197;Q3;10;83;233;1183;97;233;0,41;14,25;46,00;0;18;Russian Federation;Eastern Europe;"Media Sphera Publishing House";"1962, 1965-2024";"Anatomy (Q3); Medicine (miscellaneous) (Q4); Pathology and Forensic Medicine (Q4)";"Medicine"
246;21100258947;"Teoriya i Praktika Fizicheskoy Kultury";journal;"00403601";0,197;Q3;14;492;1485;3004;200;1354;0,15;6,11;57,18;0;74;Russian Federation;Eastern Europe;"Committee on Physical Culture and Sports of the Council of Ministers of the USSR";"1955, 1961, 2012-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Education (Q4)";"Health Professions; Social Sciences"
247;29797;"Vestnik Moskovskogo Universiteta, Seriya Geografiya";journal;"05799414";0,197;Q3;17;75;209;2171;129;209;0,57;28,95;46,04;0;36;Russian Federation;Eastern Europe;"Moskovskij Universitet";"1978-1993, 1995-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3)";"Agricultural and Biological Sciences; Earth and Planetary Sciences; Social Sciences"
248;21100886400;"Education and Self Development";journal;"19917740";0,196;Q3;10;81;149;2403;104;137;0,77;29,67;73,79;0;45;Russian Federation;Eastern Europe;"Kazan Federal University";"2018-2024";"Political Science and International Relations (Q3); Development (Q4); Education (Q4)";"Social Sciences"
249;21100199833;"Russian Journal of Theriology";journal;"16823559";0,196;Q4;13;21;58;998;37;58;0,63;47,52;26,56;0;4;Russian Federation;Eastern Europe;"KMK Scientific Press Ltd.";"2011-2024";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences"
250;21100869498;"South of Russia: Ecology, Development";journal;"24130958, 19921098";0,196;Q3;10;67;187;2917;86;187;0,41;43,54;55,34;1;34;Russian Federation;Eastern Europe;"Kamerton";"2018-2024";"Geography, Planning and Development (Q3); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science; Social Sciences"
251;21101040209;"Journal of Biomedical Photonics and Engineering";journal;"24112844";0,195;Q4;10;38;79;1311;75;74;1,08;34,50;44,16;0;4;Russian Federation;Eastern Europe;"Samara National Research University";"2019-2024";"Acoustics and Ultrasonics (Q4); Atomic and Molecular Physics, and Optics (Q4); Biomaterials (Q4); Biomedical Engineering (Q4)";"Engineering; Materials Science; Physics and Astronomy"
252;21100821112;"Russian Journal of Infection and Immunity";journal;"22207619, 23137398";0,195;Q4;14;125;288;3924;227;288;0,94;31,39;68,40;0;81;Russian Federation;Eastern Europe;"Saint Petersburg Pasteur Institute";"2017-2024";"Immunology (Q4); Immunology and Allergy (Q4); Infectious Diseases (Q4)";"Immunology and Microbiology; Medicine"
253;5600152989;"Sotsiologicheskiy Zhurnal";journal;"15622495, 16841581";0,195;Q3;8;27;115;892;53;114;0,57;33,04;43,24;0;9;Russian Federation;Eastern Europe;"Institut Sociologii RAN";"2017-2024";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)";"Social Sciences"
254;21100790339;"Integration of Education";journal;"19919468, 23081058";0,194;Q2;12;41;113;1958;90;113;0,76;47,76;64,89;0;23;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2016-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Developmental and Educational Psychology (Q4); Education (Q4)";"Psychology; Social Sciences"
255;21100850743;"Radioelektronika, Nanosistemy, Informacionnye Tehnologii";journal;"22183000, 24141267";0,194;Q4;8;34;143;642;43;143;0,29;18,88;27,78;0;0;Russian Federation;Eastern Europe;"Russian Academy of Natural Science";"2017-2024";"Computer Networks and Communications (Q4); Electronic, Optical and Magnetic Materials (Q4); Hardware and Architecture (Q4); Information Systems (Q4); Materials Science (miscellaneous) (Q4)";"Computer Science; Materials Science"
256;21100390180;"Voprosy Kognitivnoy Lingvistiki";journal;"18123228";0,194;Q2;9;43;156;1390;29;156;0,28;32,33;85,00;0;2;Russian Federation;Eastern Europe;"Tambov State University";"2014-2024";"Linguistics and Language (Q2)";"Social Sciences"
257;21101037294;"Religiovedenie";journal;"20728662, 27127575";0,193;Q1;3;61;171;1309;16;171;0,13;21,46;45,78;0;7;Russian Federation;Eastern Europe;"Amur State University";"2019-2024";"Religious Studies (Q1); Cultural Studies (Q2); Linguistics and Language (Q2); Economics and Econometrics (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
258;19700186874;"Catalysis in Industry";journal;"20700555, 20700504";0,192;Q4;20;33;127;2200;100;127;0,72;66,67;41,58;0;4;Russian Federation;Eastern Europe;"";"2010-2024";"Catalysis (Q4)";"Chemical Engineering"
259;21101034371;"Medicina Katastrof";journal;"20701004, 26867966";0,192;Q2;6;52;137;678;59;131;0,35;13,04;41,48;0;14;Russian Federation;Eastern Europe;"A.I. Burnazyan Federal Medical Biophysical Center";"2019-2024";"Emergency Medical Services (Q2); Emergency Medicine (Q3); Health Professions (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine"
260;21100203918;"Social Evolution and History";journal;"16814363";0,192;Q2;15;20;58;592;40;57;0,39;29,60;17,39;0;5;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2011-2024";"History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
261;5800156836;"Voprosy Jazykoznanija";journal;"0373658X";0,192;Q2;8;36;108;1662;37;107;0,38;46,17;63,16;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2009-2025";"Linguistics and Language (Q2)";"Social Sciences"
262;21100972429;"Architecture and Engineering";journal;"25000055";0,191;Q2;10;30;92;864;65;92;0,73;28,80;35,53;0;13;Russian Federation;Eastern Europe;"St. Petersburg State University of Architecture and Civil Engineering";"2019-2024";"Architecture (Q2); Building and Construction (Q4); Mechanics of Materials (Q4)";"Engineering"
263;54630;"Biomeditsinskaya Khimiya";journal;"23106905, 23106972";0,191;Q4;20;44;179;2064;136;177;0,72;46,91;53,07;0;21;Russian Federation;Eastern Europe;"Rossiiskaya Akademiya Meditsinskikh Nauk";"2003-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
