Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
81;21100811145;"Novosti Sistematiki Nizshikh Rastenii";journal;"05685435";0,318;Q3;11;31;98;1584;71;98;0,82;51,10;59,30;0;1;Russian Federation;Eastern Europe;"Komarov Botanical Institute";"2016-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
82;18796;"Water Resources";journal;"00978078, 1608344X";0,318;Q3;29;126;334;4114;348;334;0,97;32,65;50,68;0;44;Russian Federation;Eastern Europe;"";"1976, 1978-1992, 1994, 1996-2024";"Water Science and Technology (Q3)";"Environmental Science"
83;21100898602;"Vysshee Obrazovanie v Rossii";journal;"08693617, 20720459";0,313;Q1;15;94;402;2951;373;402;0,98;31,39;65,17;0;39;Russian Federation;Eastern Europe;"Moscow Polytechnic University";"2018-2025";"Philosophy (Q1); Sociology and Political Science (Q2); Education (Q3)";"Arts and Humanities; Social Sciences"
84;21101038727;"Etnografia";journal;"26188600, 26870789";0,312;Q1;7;45;122;1297;57;122;0,48;28,82;42,86;0;8;Russian Federation;Eastern Europe;"Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences";"2018-2024";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Arts and Humanities (miscellaneous) (Q2)";"Arts and Humanities; Social Sciences"
85;23452;"Voprosy Ekonomiki";journal;"00428736";0,312;Q1;22;92;274;3320;252;273;1,01;36,09;39,24;0;53;Russian Federation;Eastern Europe;"Voprosy Ekonomiki";"1978-1982, 1984-1985, 1996, 1998, 2003-2025";"History (Q1); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3)";"Arts and Humanities; Business, Management and Accounting; Economics, Econometrics and Finance"
86;21100943271;"Trudy Instituta Matematiki i Mekhaniki UrO RAN";journal;"26584786, 01344889";0,311;Q2;10;78;267;1531;109;265;0,43;19,63;34,38;0;0;Russian Federation;Eastern Europe;"Krasovskii Institute of Mathematics and Mechanics of the Ural Branch of Russian Academy of Sciences";"2019-2024";"Computational Mechanics (Q2); Applied Mathematics (Q3); Computer Science Applications (Q3); Mathematics (miscellaneous) (Q3)";"Computer Science; Engineering; Mathematics"
87;21101037141;"RUDN Journal of Russian History";journal;"23128674, 23128690";0,306;Q1;4;48;142;994;37;137;0,17;20,71;53,73;0;15;Russian Federation;Eastern Europe;"RUDN University";"2019-2024";"History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
88;21100431830;"Russian Entomological Journal";journal;"01328069";0,304;Q3;14;47;191;1165;93;186;0,48;24,79;34,92;0;1;Russian Federation;Eastern Europe;"KMK Scientific Press Ltd.";"2015-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3)";"Agricultural and Biological Sciences"
89;21100780549;"Russian Sociological Review";journal;"1728192X, 17281938";0,304;Q1;11;46;154;2057;79;153;0,41;44,72;33,33;0;12;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2001-2003, 2016-2024";"Cultural Studies (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
90;14153;"Molecular Biology";journal;"16083245, 00268933";0,302;Q3;31;112;249;6491;242;249;1,16;57,96;54,06;0;37;Russian Federation;Eastern Europe;"";"1971-1976, 1979-1982, 1996-2024";"Biophysics (Q3); Structural Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
91;21101022481;"Vestnik Sankt-Peterburgskogo Universiteta, Yazyk i Literatura";journal;"25419366, 25419358";0,301;Q1;7;52;146;1454;55;146;0,34;27,96;72,55;0;1;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2017-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
92;21100942841;"Russian Journal of Economics";journal;"26187213, 24054739";0,298;Q1;20;22;71;978;94;70;0,96;44,45;27,08;1;17;Russian Federation;Eastern Europe;"Non-profit partnership 'Voprosy Ekonomiki'";"2015-2024";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Economics and Econometrics (Q3); Finance (Q3)";"Arts and Humanities; Economics, Econometrics and Finance"
93;19600157303;"Light and Engineering";journal;"02362945";0,297;Q3;14;65;268;1027;122;262;0,21;15,80;36,96;0;24;Russian Federation;Eastern Europe;"Znack Publishing House";"2008-2024";"Electrical and Electronic Engineering (Q3)";"Engineering"
94;21100226998;"Sovremennye Tehnologii v Medicine";journal;"2309995X, 20764243";0,297;Q3;18;43;187;2054;245;185;1,42;47,77;53,08;0;6;Russian Federation;Eastern Europe;"Privolzhsky Research Medical University";"2009-2024";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine"
95;21100845389;"Chebyshevskii Sbornik";journal;"22268383";0,296;Q3;10;110;374;2252;104;374;0,27;20,47;32,43;0;2;Russian Federation;Eastern Europe;"State Lev Tolstoy Pedagogical University";"2017-2024";"Mathematics (miscellaneous) (Q3)";"Mathematics"
96;21100942105;"Chelyabinsk Physical and Mathematical Journal";journal;"25000101, 26190117";0,296;Q3;7;47;135;942;76;134;0,68;20,04;23,91;0;0;Russian Federation;Eastern Europe;"Chelyabinsk State University";"2018-2024";"Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Mathematics; Physics and Astronomy"
97;19900193811;"Comparative Cytogenetics";journal;"1993078X, 19930771";0,296;Q3;26;19;81;1053;87;80;1,11;55,42;34,92;0;2;Russian Federation;Eastern Europe;"";"2010-2025";"Animal Science and Zoology (Q3); Biotechnology (Q3); Insect Science (Q3); Plant Science (Q3); Genetics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
98;21100874350;"Baltic Region";journal;"23100524, 20798555";0,295;Q1;11;34;111;1230;100;111;0,99;36,18;50,88;0;19;Russian Federation;Eastern Europe;"Immanuel Kant Baltic Federal University";"2018-2024";"Cultural Studies (Q1); History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Geography, Planning and Development (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
99;21100864538;"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika";journal;"08696632, 25421905";0,295;Q3;12;51;146;1441;91;137;0,69;28,25;22,33;0;2;Russian Federation;Eastern Europe;"Saratov State University";"2005-2025";"Applied Mathematics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q3)";"Mathematics; Physics and Astronomy"
100;21100432047;"Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa";journal;"20707401, 24110280";0,295;Q3;19;153;477;4016;449;475;1,07;26,25;33,67;0;41;Russian Federation;Eastern Europe;"Space Research Institute of the Russian Academy of Sciences";"2015-2024";"Computer Networks and Communications (Q3); Computer Science Applications (Q3); Computers in Earth Sciences (Q3)";"Computer Science; Earth and Planetary Sciences"
101;28662;"Bezopasnost' Truda v Promyshlennosti";journal;"26585537, 04092961";0,294;Q3;12;144;467;2335;238;465;0,54;16,22;42,68;0;55;Russian Federation;Eastern Europe;"STC Industrial Safety CJSC";"1980, 2001-2005, 2018-2025";"Chemical Health and Safety (Q3); Energy (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Safety, Risk, Reliability and Quality (Q3)";"Chemical Engineering; Energy; Engineering; Environmental Science"
102;21100305004;"Journal of Siberian Federal University - Mathematics and Physics";journal;"19971397";0,294;Q3;14;80;233;1223;119;233;0,54;15,29;33,54;0;1;Russian Federation;Eastern Europe;"Siberian Federal University";"2014-2025";"Mathematics (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Mathematics; Physics and Astronomy"
103;21100785516;"Geodynamics and Tectonophysics";journal;"2078502X";0,293;Q3;17;54;219;2500;155;218;0,72;46,30;37,74;0;4;Russian Federation;Eastern Europe;"Institute of the Earth's Crust";"2015-2024";"Earth-Surface Processes (Q3); Economic Geology (Q3); Geology (Q3); Geophysics (Q3)";"Earth and Planetary Sciences"
104;21101083190;"Medialingvistika";journal;"23120274, 2312296X";0,293;Q2;7;33;97;1373;55;97;0,58;41,61;78,57;0;0;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
105;21100843025;"Protistology";journal;"16800826";0,293;Q3;10;23;69;835;50;68;0,71;36,30;48,53;0;1;Russian Federation;Eastern Europe;"Protozoological Society Affiliated With The Russian Academy Of Sciences";"2017-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Microbiology (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
106;21100824452;"Fundamental and Applied Hydrophysics";journal;"20736673, 27825221";0,292;Q3;10;38;126;1053;90;123;0,69;27,71;35,14;0;3;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"2017-2024";"Condensed Matter Physics (Q3); Geophysics (Q3); Oceanography (Q3); Water Science and Technology (Q3)";"Earth and Planetary Sciences; Environmental Science; Physics and Astronomy"
107;21101037149;"Training, Language and Culture";journal;"2521442X, 25202073";0,292;Q1;11;32;83;1300;71;83;0,89;40,63;68,85;0;9;Russian Federation;Eastern Europe;"RUDN University";"2017-2024";"Cultural Studies (Q1); Linguistics and Language (Q2); Education (Q3)";"Social Sciences"
108;21100777291;"Foods and Raw Materials";journal;"23084057, 23109599";0,290;Q3;18;36;133;1645;258;133;2,13;45,69;59,26;0;6;Russian Federation;Eastern Europe;"Kemerovo State University";"2013-2025";"Food Science (Q3)";"Agricultural and Biological Sciences"
109;21100840355;"Radiatsionnaya Gygiena";journal;"1998426X, 24099082";0,290;Q3;11;44;138;994;114;138;0,87;22,59;43,09;0;13;Russian Federation;Eastern Europe;"Saint-Petersburg Research Institute of Radiation Hygiene after Professor P.V. Ramzaev";"2017-2024";"Radiology, Nuclear Medicine and Imaging (Q3)";"Medicine"
110;21101137841;"Economy of Regions";journal;"20726414, 24111406";0,289;Q2;20;92;285;3247;318;284;1,04;35,29;56,54;1;76;Russian Federation;Eastern Europe;"Institute of Economics, The Ural Branch of Russian Academy of Sciences";"2010-2024";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business, Management and Accounting (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science"
111;21100944559;"Solar-Terrestrial Physics";journal;"25000535, 24124737";0,289;Q3;8;51;130;1655;113;130;1,01;32,45;33,64;0;1;Russian Federation;Eastern Europe;"Academic Publishing Center INFRA - M";"2019-2024";"Geophysics (Q3); Space and Planetary Science (Q3); Atmospheric Science (Q4)";"Earth and Planetary Sciences"
112;35102;"Psikhologicheskii Zhurnal";journal;"02059592";0,288;Q3;16;71;210;1832;137;208;0,65;25,80;62,92;0;5;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1984, 1996-2024";"Psychology (miscellaneous) (Q3)";"Psychology"
113;11300153729;"Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology";journal;"19907478, 19907494";0,286;Q4;17;46;111;2113;116;111;1,10;45,93;58,75;0;10;Russian Federation;Eastern Europe;"";"2007-2024";"Biochemistry (Q4); Biophysics (Q4); Cell Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
114;21100812103;"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering";journal;"24131830, 25001019";0,282;Q3;17;240;721;7889;563;721;0,82;32,87;34,92;0;78;Russian Federation;Eastern Europe;"Tomsk Polytechnic University";"2015-2025";"Economic Geology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Management, Monitoring, Policy and Law (Q3); Materials Science (miscellaneous) (Q3); Waste Management and Disposal (Q3)";"Earth and Planetary Sciences; Energy; Environmental Science; Materials Science"
115;21100455533;"Modern History of Russia";journal;"23097973, 22199659";0,282;Q1;7;68;201;1611;38;201;0,18;23,69;36,76;0;16;Russian Federation;Eastern Europe;"Saint Petersburg State University";"2015-2024";"History (Q1)";"Arts and Humanities"
116;21100927989;"Oriental Studies";journal;"26191008, 26190990";0,281;Q1;7;112;318;3141;83;318;0,25;28,04;49,37;0;22;Russian Federation;Eastern Europe;"Kalmyk Scientific Centre of Russian Academy of Sciences";"2013-2024";"History (Q1); Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
117;21100775930;"Vestnik Tomskogo Gosudarstvennogo Universiteta, Filologiya";journal;"19986645, 23105046";0,281;Q1;8;90;298;2513;64;298;0,23;27,92;77,00;0;12;Russian Federation;Eastern Europe;"Tomsk State University";"2015-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
118;21100228035;"Psychology in Russia: State of the Art";journal;"20746857";0,280;Q3;17;35;131;1769;163;131;1,19;50,54;74,16;0;13;Russian Federation;Eastern Europe;"Russian Psychological Society";"2012-2024";"Education (Q3); Psychology (miscellaneous) (Q3)";"Psychology; Social Sciences"
119;20375;"Russian Journal of Nematology";journal;"08696918";0,280;Q3;25;2;34;62;35;30;1,15;31,00;75,00;0;0;Russian Federation;Eastern Europe;"Russian Academy of Sciences";"1996-2024";"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences"
120;35423;"Russian Meteorology and Hydrology";journal;"10683739, 19348096";0,280;Q3;25;125;325;3141;449;325;1,34;25,13;51,48;0;40;Russian Federation;Eastern Europe;"";"1993-2024";"Fluid Flow and Transfer Processes (Q3); Water Science and Technology (Q3); Atmospheric Science (Q4)";"Chemical Engineering; Earth and Planetary Sciences; Environmental Science"
121;21100945721;"Journal of Globalization Studies";journal;"20758103";0,277;Q2;8;22;63;1221;89;60;1,30;55,50;16,98;0;7;Russian Federation;Eastern Europe;"Uchitel Publishing House";"2019-2024";"Political Science and International Relations (Q2); Geography, Planning and Development (Q3); Global and Planetary Change (Q4)";"Environmental Science; Social Sciences"
122;21100827932;"Rastitel'nost' Rossii";journal;"20730659";0,274;Q3;8;16;46;590;38;46;0,70;36,88;47,06;0;3;Russian Federation;Eastern Europe;"Russian Academy of Sciences, V.L. Komarov Institute of Botany";"2017-2024";"Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences"
123;21100781903;"Mir Rossii";journal;"18110398, 1811038X";0,273;Q2;11;33;105;1134;90;105;0,97;34,36;70,73;0;20;Russian Federation;Eastern Europe;"National Research University Higher School of Economics";"2016-2024";"Sociology and Political Science (Q2); Demography (Q3); Development (Q3); Economics and Econometrics (Q3)";"Economics, Econometrics and Finance; Social Sciences"
124;21100855747;"Vestnik Tomskogo Gosudarstvennogo Universiteta, Matematika i Mekhanika";journal;"23112255, 19988621";0,273;Q3;10;78;209;1300;130;209;0,60;16,67;26,61;0;3;Russian Federation;Eastern Europe;"Tomsk State University";"2017-2024";"Computational Mechanics (Q3); Mathematics (miscellaneous) (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3)";"Engineering; Mathematics"
125;21100247042;"Non-ferrous Metals";journal;"20720807";0,271;Q2;12;20;56;531;52;56;0,59;26,55;38,30;0;4;Russian Federation;Eastern Europe;"Ore and Metals Publishing house";"2013-2024";"Metals and Alloys (Q2); Ceramics and Composites (Q3)";"Materials Science"
126;21100439341;"Ruthenica";journal;"01360027, 23077336";0,271;Q3;9;16;60;475;43;60;0,86;29,69;50,00;0;1;Russian Federation;Eastern Europe;"A.N.Severtsov Institute of Ecology and Evolution of RAS";"2015-2025";"Animal Science and Zoology (Q3); Aquatic Science (Q3); Ecology, Evolution, Behavior and Systematics (Q3)";"Agricultural and Biological Sciences"
127;21100863623;"Health Risk Analysis";journal;"23081163, 25422308";0,269;Q3;12;67;233;2156;175;233;0,69;32,18;71,79;0;43;Russian Federation;Eastern Europe;"Federal Scientific Center for Medical and Preventive Health Risk Management Technologies";"2018-2024";"Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Health Informatics (Q4)";"Medicine"
128;19712;"Gornyi Zhurnal";journal;"00172278";0,268;Q3;21;173;514;3964;339;514;0,62;22,91;31,33;1;38;Russian Federation;Eastern Europe;"Izdatel'stvo Ruda i Metally";"1971, 1973-1977, 2001-2005, 2013-2024";"Geotechnical Engineering and Engineering Geology (Q3)";"Earth and Planetary Sciences"
129;21100781412;"Magazine of Civil Engineering";journal;"20714726, 27128172";0,266;Q3;32;86;330;2890;437;330;1,30;33,60;31,00;0;11;Russian Federation;Eastern Europe;"Peter the Great St. Petersburg Polytechnic University";"2013-2024";"Building and Construction (Q3); Civil and Structural Engineering (Q3)";"Engineering"
130;21100818722;"Cybernetics and Physics";journal;"22237038, 22264116";0,265;Q3;12;35;92;927;94;92;1,04;26,49;32,98;0;2;Russian Federation;Eastern Europe;"Institute of Problems of Mechanical Engineering, Russian Academy of Sciences";"2016-2024";"Computer Vision and Pattern Recognition (Q3); Control and Optimization (Q3); Fluid Flow and Transfer Processes (Q3); Physics and Astronomy (miscellaneous) (Q3); Artificial Intelligence (Q4); Signal Processing (Q4)";"Chemical Engineering; Computer Science; Mathematics; Physics and Astronomy"
